"superkingdom","phylum","class","order","family","genus","species"
"Eukaryota",NA,NA,NA,NA,NA,"uncultured soil eukaryote"
"Eukaryota","Ciliophora","Colpodea",NA,NA,NA,NA
"Eukaryota","Platyhelminthes","Rhabditophora","Prolecithophora","Pseudostomidae","Cylindrostoma","Cylindrostoma fingalianum"
"Eukaryota","Imbricatea",NA,"Thaumatomonadida","Thaumatomastigidae",NA,NA
"Eukaryota","Endomyxa",NA,"Plasmodiophorida","Plasmodiophoridae","Plasmodiophora","Plasmodiophora brassicae"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Evosea","Variosea","Fractovitellida","Schizoplasmodiidae","Schizoplasmodium","Schizoplasmodium cavostelioides"
"Eukaryota","Apicomplexa",NA,NA,NA,NA,"Apicomplexa sp. 1 KCW-2013"
"Eukaryota","Ciliophora","Litostomatea","Haptorida","Spathidiidae","Spathidium","Spathidium papilliferum"
"Eukaryota","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Sistotrema","Sistotrema sernanderi"
"Eukaryota",NA,"Dinophyceae","Peridiniales","Pfiesteriaceae",NA,"Pfiesteria-like sp. F525Jul02"
"Eukaryota",NA,"Xanthophyceae","Mischococcales","Botryochloridaceae","Chlorellidium","Chlorellidium tetrabotrys"
"Eukaryota","Ciliophora","Spirotrichea","Sporadotrichida","Oxytrichidae",NA,NA
"Eukaryota","Arthropoda","Arachnida","Trombidiformes","Cocceupodidae","Cocceupodes","Cocceupodes sp. FP106"
"Eukaryota","Evosea","Variosea","Fractovitellida","Schizoplasmodiidae","Schizoplasmodium","Schizoplasmodium cavostelioides"
"Eukaryota","Apicomplexa","Conoidasida","Neogregarinorida","Syncystidae","Syncystis","Syncystis mirabilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Microsporidia",NA,NA,NA,NA,"Microsporidia sp. clade V"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Eimeriidae","Eimeria","Eimeria falciformis"
"Eukaryota","Imbricatea",NA,"Euglyphida","Trinematidae","Trinema","Trinema enchelys"
"Eukaryota",NA,NA,NA,"Colpodellaceae",NA,"Colpodellidae sp. HEP"
"Eukaryota","Tardigrada","Eutardigrada","Parachela","Hypsibiidae","Hypsibius","Hypsibius convergens"
"Eukaryota","Endomyxa",NA,"Plasmodiophorida","Plasmodiophoridae","Spongospora","Spongospora subterranea"
"Eukaryota","Ascomycota","Dothideomycetes",NA,NA,"Seuratia","Seuratia cf. millardetii"
"Eukaryota",NA,"Xanthophyceae","Tribonematales","Heteropediaceae","Heterococcus",NA
"Eukaryota","Ciliophora","Spirotrichea","Sporadotrichida","Oxytrichidae","Sterkiella","Sterkiella sp. ZhL-2019a"
"Eukaryota","Cercozoa",NA,NA,NA,"Kraken","Kraken carinae"
"Eukaryota","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium brassicae"
"Eukaryota","Arthropoda","Insecta","Blattodea","Termitidae","Macrotermes","Macrotermes barneyi"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Discosea",NA,"Longamoebia","Acanthamoebidae","Protacanthamoeba","Protacanthamoeba sp. PM5"
"Eukaryota","Evosea","Variosea","Fractovitellida","Schizoplasmodiidae","Schizoplasmodium","Schizoplasmodium cavostelioides"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Eimeriidae","Eimeria","Eimeria papillata"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Eimeriidae","Eimeria",NA
"Eukaryota","Discosea","Flabellinia",NA,"Vannellidae","Vannella","Vannella sp. GERL41"
"Eukaryota","Basidiomycota","Agaricostilbomycetes","Agaricostilbales",NA,NA,"Agaricostilbales sp."
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Gregarinidae","Gregarina","Gregarina chortiocetes"
"Eukaryota",NA,"Chrysophyceae","Chromulinales","Chromulinaceae","Spumella","Spumella sp. 37G"
"Eukaryota","Arthropoda","Arachnida","Trombidiformes","Cheyletidae","Psorergates","Psorergates sp. AD352"
"Eukaryota","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Kondoaceae","Bensingtonia","Bensingtonia sp."
"Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"Eukaryota",NA,NA,NA,"Colpodellaceae","Colpodella","Colpodella tetrahymenae"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Cystoisospora","Cystoisospora belli"
"Eukaryota","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnella","Tulasnella asymmetrica"
"Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"Eukaryota",NA,"Oomycota","Pythiales","Pythiaceae","Pythium",NA
"Eukaryota","Cercozoa",NA,"Cercomonadida","Cercomonadidae","Cercomonas",NA
"Eukaryota","Cercozoa",NA,"Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas edax"
"Eukaryota","Evosea","Variosea","Fractovitellida","Schizoplasmodiidae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Eimeriidae","Eimeria","Eimeria papillata"
"Eukaryota","Streptophyta","Magnoliopsida","Caryophyllales","Chenopodiaceae","Beta","Beta vulgaris"
"Eukaryota",NA,NA,NA,NA,NA,"Eukaryota sp."
"Eukaryota","Ciliophora","Colpodea","Cyrtolophosidida",NA,NA,NA
"Eukaryota",NA,"Hyphochytriomycetes",NA,"Hyphochytriaceae","Hyphochytrium","Hyphochytrium catenoides"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ciliophora","Colpodea","Colpodida","Colpodidae","Colpoda","Colpoda sp."
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Stylocephalidae","Stylocephalus","Stylocephalus giganteus"
"Eukaryota","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae",NA,NA
"Eukaryota","Gastrotricha",NA,"Chaetonotida","Chaetonotidae","Bifidochaetus",NA
"Eukaryota","Discosea",NA,"Longamoebia","Acanthamoebidae","Luapeleamoeba","Luapeleamoeba arachisporum"
"Eukaryota","Discosea",NA,"Longamoebia","Acanthamoebidae","Luapeleamoeba","Luapeleamoeba arachisporum"
"Eukaryota","Evosea","Variosea","Protosteliida","Protosteliaceae","Schoutedamoeba","Schoutedamoeba minuta"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon griseisciuri"
"Eukaryota","Discosea",NA,"Longamoebia","Acanthamoebidae","Luapeleamoeba","Luapeleamoeba arachisporum"
"Eukaryota","Rhodophyta","Florideophyceae","Corallinales","Lithophyllaceae","Lithophyllum",NA
"Eukaryota","Cryptomycota",NA,NA,NA,"Paramicrosporidium","Paramicrosporidium saccamoebae"
"Eukaryota",NA,"Chrysophyceae","Chromulinales","Chromulinaceae","Spumella",NA
"Eukaryota","Microsporidia",NA,NA,NA,NA,"Microsporidia sp. clade III"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Gregarinidae","Gregarina","Gregarina chortiocetes"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor",NA
"Eukaryota","Platyhelminthes","Trematoda","Diplostomida","Diplostomidae","Alaria","Alaria americana"
"Eukaryota",NA,NA,NA,NA,NA,"fungal sp."
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Chordata","Mammalia","Carnivora","Canidae",NA,NA
"Eukaryota","Platyhelminthes","Cestoda","Cyclophyllidea","Mesocestoididae","Mesocestoides",NA
"Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Pilaira",NA
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor mucedo"
"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales",NA,"Penicillium",NA
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Helicostylum","Helicostylum pulchrum"
"Eukaryota","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Prunus",NA
"Eukaryota","Nematoda","Enoplea","Trichinellida","Capillariidae","Eucoleus","Eucoleus aerophilus"
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Apatococcus",NA
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Apatococcus","Apatococcus sp. SAG 2145"
"Eukaryota",NA,NA,NA,"Colpodellaceae","Colpodella","Colpodella tetrahymenae"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Nematoda","Enoplea","Trichinellida","Capillariidae","Eucoleus","Eucoleus aerophilus"
"Eukaryota","Platyhelminthes","Trematoda","Opisthorchiida","Opisthorchiidae","Clonorchis","Clonorchis sinensis"
"Eukaryota","Platyhelminthes","Trematoda","Diplostomida",NA,NA,NA
"Eukaryota","Platyhelminthes","Trematoda","Opisthorchiida","Opisthorchiidae","Clonorchis","Clonorchis sinensis"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Cystoisospora",NA
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kazachstania","Kazachstania telluris"
"Eukaryota","Streptophyta","Magnoliopsida","Asterales",NA,NA,NA
"Eukaryota","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA
"Eukaryota","Arthropoda","Insecta","Blattodea","Termitidae","Macrotermes","Macrotermes barneyi"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Helicostylum","Helicostylum pulchrum"
"Eukaryota","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae",NA,NA
"Eukaryota","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","Phallus","Phallus impudicus"
"Eukaryota","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"Eukaryota","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"Eukaryota","Arthropoda","Insecta","Thysanoptera","Phlaeothripidae","Idolothrips","Idolothrips spectrum"
"Eukaryota","Cercozoa",NA,NA,NA,"Bodomorpha",NA
"Eukaryota","Chlorophyta","Trebouxiophyceae",NA,NA,"Chloroidium","Chloroidium viscosum"
"Eukaryota","Arthropoda","Insecta","Blattodea","Termitidae","Macrotermes","Macrotermes barneyi"
"Eukaryota","Arthropoda","Insecta","Blattodea","Termitidae","Macrotermes","Macrotermes barneyi"
"Eukaryota","Tardigrada","Eutardigrada","Parachela","Hypsibiidae","Isohypsibius","Isohypsibius granulifer"
"Eukaryota","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Tilia",NA
"Eukaryota","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae",NA,"Chlamydomonadaceae sp. Tow 2/24 P-6w"
"Eukaryota","Streptophyta","Magnoliopsida","Crossosomatales","Crossosomataceae","Crossosoma",NA
"Eukaryota","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Fagus",NA
"Eukaryota","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Senna",NA
"Eukaryota",NA,NA,NA,NA,NA,"uncultured soil eukaryote"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Helicostylum","Helicostylum pulchrum"
"Eukaryota","Platyhelminthes","Trematoda","Diplostomida",NA,NA,NA
"Eukaryota","Arthropoda","Insecta","Blattodea","Termitidae","Macrotermes","Macrotermes barneyi"
"Eukaryota","Arthropoda","Insecta","Blattodea","Termitidae","Macrotermes","Macrotermes barneyi"
"Eukaryota","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus","Cryptococcus sp. CBS 681.93"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Cystoisospora","Cystoisospora canis"
"Eukaryota","Streptophyta","Bryopsida","Pottiales","Pottiaceae","Syntrichia","Syntrichia ruralis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Sphaerocystidae","Paraschneideria","Paraschneideria metamorphosa"
"Eukaryota","Arthropoda","Insecta","Blattodea","Termitidae","Macrotermes","Macrotermes barneyi"
"Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia",NA
"Eukaryota","Streptophyta","Magnoliopsida","Ericales","Ericaceae","Empetrum","Empetrum nigrum"
"Eukaryota","Arthropoda","Insecta","Blattodea","Termitidae","Macrotermes","Macrotermes barneyi"
"Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia",NA
"Eukaryota","Streptophyta","Bryopsida","Hypnales","Brachytheciaceae","Brachythecium","Brachythecium salebrosum"
"Eukaryota","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Trichophyton","Trichophyton verrucosum"
"Eukaryota","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae",NA,NA
"Eukaryota","Streptophyta","Magnoliopsida","Poales","Poaceae","Festuca",NA
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus","Rhizopus stolonifer"
"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium lagena"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Hammondia",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Gregarinidae","Gregarina","Gregarina blattarum"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Sarcocystis","Sarcocystis morae"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Sarcocystis","Sarcocystis rileyi"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Cyniclomyces","Cyniclomyces guttulatus"
"Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","Acaridae","Acarus","Acarus siro"
"Eukaryota","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum porosum"
"Eukaryota","Arthropoda","Arachnida","Trombidiformes","Cocceupodidae","Linopodes","Linopodes sp. AD1085"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia pachydermatis"
"Eukaryota",NA,"Dinophyceae","Peridiniales","Peridiniopsidaceae","Parvodinium",NA
"Eukaryota","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia pachydermatis"
"Eukaryota","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","Peziza polaripapulata"
"Eukaryota","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Aphanoascus","Aphanoascus verrucosus"
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Nematoda","Enoplea","Trichinellida","Capillariidae","Eucoleus","Eucoleus aerophilus"
"Eukaryota","Apicomplexa",NA,NA,NA,NA,"Apicomplexa sp. 1 KCW-2013"
"Eukaryota","Arthropoda","Arachnida","Trombidiformes","Cheyletidae","Psorergates","Psorergates sp. AD352"
"Eukaryota","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"Eukaryota","Ascomycota","Eurotiomycetes","Onygenales","Ajellomycetaceae","Polytolypa","Polytolypa hystricis"
"Eukaryota","Chlorophyta","Trebouxiophyceae",NA,NA,NA,"uncultured Trebouxiophyceae"
"Eukaryota","Streptophyta","Magnoliopsida","Fabales","Fabaceae",NA,NA
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Pseudochlorella","Pseudochlorella subsphaerica"
"Eukaryota","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","Ascobolus crenulatus"
"Eukaryota","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella minutissima"
"Eukaryota","Streptophyta","Magnoliopsida","Apiales","Apiaceae",NA,NA
"Eukaryota","Chlorophyta","Trebouxiophyceae","Prasiolales","Prasiolaceae",NA,NA
"Eukaryota","Streptophyta","Bryopsida",NA,NA,NA,NA
"Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","Acaridae","Rhizoglyphus","Rhizoglyphus sp. AP-2010"
"Eukaryota","Nematoda","Enoplea","Trichinellida","Capillariidae","Pearsonema","Pearsonema plica"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycodaceae","Hanseniaspora",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Lecudinidae","Ascogregarina","Ascogregarina culicis"
"Eukaryota","Ascomycota",NA,NA,NA,"Anguillospora","Anguillospora filiformis"
"Eukaryota","Ascomycota",NA,NA,NA,NA,"melanized limestone ascomycete CR-2004"
"Eukaryota","Cercozoa",NA,"Glissomonadida","Allapsidae","Allantion","Allantion parvum"
"Eukaryota","Chlorophyta","Trebouxiophyceae","Trebouxiales","Trebouxiaceae","Myrmecia",NA
"Eukaryota","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Gregarinidae","Gregarina","Gregarina cloptoni"
"Eukaryota","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Salix",NA
NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Arthropoda","Insecta","Blattodea","Termitidae","Macrotermes","Macrotermes barneyi"
"Eukaryota","Chlorophyta","Chlorophyceae",NA,"Scenedesmaceae",NA,NA
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Prototheca","Prototheca cutis"
"Eukaryota","Arthropoda","Insecta","Blattodea","Termitidae","Macrotermes","Macrotermes barneyi"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Sphaerocystidae","Paraschneideria","Paraschneideria metamorphosa"
"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NA
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Phycomycetaceae","Phycomyces","Phycomyces blakesleeanus"
"Eukaryota","Tubulinea",NA,NA,NA,NA,"Lobosea sp. Mb_5C"
"Eukaryota",NA,NA,NA,NA,NA,"uncultured alveolate"
"Eukaryota","Cercozoa","Thecofilosea",NA,"Ebriacea","Ebria","Ebria tripartita"
"Eukaryota","Platyhelminthes","Trematoda","Diplostomida","Cyathocotylidae","Cyathocotyle","Cyathocotyle prussica"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota",NA,NA,NA,"Colpodellaceae","Colpodella","Colpodella tetrahymenae"
"Eukaryota","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Pseudochlorella","Pseudochlorella subsphaerica"
"Eukaryota","Chlorophyta","Trebouxiophyceae","Trebouxiales","Trebouxiaceae","Trebouxia","Trebouxia sp. UTEX SNO74"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Stylocephalidae","Stylocephalus","Stylocephalus gigas"
"Eukaryota","Ascomycota",NA,NA,NA,NA,"melanized limestone ascomycete CR-2004"
"Eukaryota","Arthropoda","Insecta","Diptera","Culicidae","Aedes","Aedes albopictus"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae",NA,NA
"Eukaryota","Arthropoda","Arachnida","Trombidiformes","Rhagidiidae",NA,"Rhagidiidae gen. sp. AD1060"
"Eukaryota","Cercozoa",NA,"Glissomonadida","Viridiraptoridae","Bodomorpha","Bodomorpha sp. HFCC56"
"Eukaryota",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae",NA,NA
"Eukaryota","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Rosa",NA
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Eimeriidae","Eimeria","Eimeria polita"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Chlorophyta","Trebouxiophyceae",NA,NA,"Chloroidium","Chloroidium saccharophilum"
"Eukaryota","Cercozoa",NA,"Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas edax"
"Eukaryota",NA,NA,NA,NA,NA,"uncultured soil eukaryote"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Gregarinidae","Gregarina","Gregarina blattarum"
"Eukaryota","Ascomycota","Dothideomycetes","Valsariales","Valsariaceae","Myrmaecium","Myrmaecium fulvopruinatum"
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae",NA,NA
"Eukaryota","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala calicioides"
"Eukaryota","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Sarcocystis","Sarcocystis miescheriana"
"Eukaryota","Chlorophyta","Chlorophyceae","Protosiphonales","Protosiphonaceae","Spongiochloris","Spongiochloris spongiosa"
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Apatococcus",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Arthropoda","Arachnida","Trombidiformes","Demodicidae","Demodex","Demodex musculi"
"Eukaryota","Streptophyta","Magnoliopsida","Liliales","Liliaceae","Lilium","Lilium tsingtauense"
"Eukaryota","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia",NA
"Eukaryota","Arthropoda","Insecta","Blattodea","Termitidae","Macrotermes","Macrotermes barneyi"
"Eukaryota","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Dothiorella",NA
"Eukaryota","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA
"Eukaryota","Arthropoda","Insecta","Blattodea","Termitidae","Macrotermes","Macrotermes barneyi"
"Eukaryota","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",NA
"Eukaryota","Cercozoa",NA,"Cercomonadida","Cercomonadidae","Eocercomonas","Eocercomonas perecta"
